client_siren,salaries_distincts_2020,salaries_distincts_2021
512069006,1,
512086687,2,
512300492,4,
512311333,1,
512327958,6,
512380627,2,
512442922,4,
512548918,3,
512589714,4,
512690231,1,
512696766,4,
512727165,1,
512802653,1,
512823972,2,
512889395,16,
512929233,2,
512946526,3,
513004762,2,
513061127,4,
513083147,2,
513300913,1,
513304709,1,
513381426,1,
513411736,2,
513464636,2,
513630327,1,
513679514,1,
513696971,7,
513713289,10,
513721183,3,
513724245,1,
513848630,2,
513893495,8,
513945931,2,
513966473,1,
513966663,1,
513995928,2,
514002682,6,
514050467,4,
514111525,1,
514211796,1,
514248426,1,
514271782,1,
514274331,2,
514278530,1,
514413863,1,
514494012,1,
514499201,21,
514526805,1,
514645696,34,
514651611,5,
514711191,1,
514724582,1,
514766542,4,
514803345,2,
514971035,2,
515006179,8,
515027639,1,
515147015,8,
515202059,4,
515229334,5,
515279719,2,
515292233,2,
515353795,2,
515382067,1,
515402188,4,
515407773,10,
515408623,12,
515720647,2,
515720829,1,
516520129,16,
517392908,3,
517458477,1,
517468310,1,
517562328,1,
517562369,1,
517577433,13,
517684981,3,
517703369,2,
517739041,4,
517759601,2,
517762969,1,
517791133,4,
517825824,2,
517834842,1,
517884904,3,
517958658,1,
517968343,2,
517984043,3,
517995908,2,
518078902,1,
518128947,1,
518144126,19,
518152269,2,
518162342,3,
518176243,1,
518180419,1,
518188149,19,
518219753,2,
518281241,7,
518342399,6,
518445580,9,
518462403,1,
518479621,1,
518500017,4,
518569637,1,
518590963,5,
518633060,3,
518789581,2,
518800370,1,
518809892,2,
518830229,7,
518856398,4,
518890835,3,
518941786,3,
518948054,2,
518954110,7,
518956560,1,
518966411,2,
518976501,2,
518986963,1,
518987581,3,
519011878,3,
519022214,1,
519037147,3,
519041354,2,
519061642,6,
519064117,3,
519174403,9,
519291447,2,
519362297,1,
519428353,2,
519499750,1,
519503536,3,
519512495,3,
519522114,1,
519526503,1,
519588743,2,
519631410,3,
519635627,2,
519737704,3,
519769368,3,
519856843,1,
519868350,29,
520100942,1,
520105362,3,
520150848,1,
520268376,1,
520287004,3,
520302738,4,
520405333,13,
520420373,2,
520461195,3,
520595091,6,
520673542,2,
520723412,1,
520743097,12,
520750001,1,
520780255,1,
520812223,4,
520851148,6,
520851163,6,
520861808,114,
520895483,2,
520901398,1,
520921453,20,
520938796,6,
520945841,2,
521022426,1,
521080077,18,
521084699,1,
521148890,2,
521181123,1,
521427625,2,
521432963,1,
521440206,17,
521472480,7,
521588236,1,
521596106,2,
521662981,7,
521726273,2,
521745976,1,
521822395,1,
521878678,2,
521916056,4,
521951210,2,
521955633,1,
522012798,2,
522014273,4,
522041565,1,
522043348,4,
522085760,2,
522088863,8,
522108950,2,
522109883,29,
522243302,2,
522250885,5,
522265511,1,
522276971,4,
522289099,5,
522305200,1,
522427848,3,
522497080,4,
522504240,1,
522574300,3,
522655364,1,
522668649,51,
522721919,5,
522773662,3,
522881630,6,
522886902,5,
522905124,10,
522932300,22,
522936053,7,
522940758,16,
522941202,1,
522999796,5,
523020006,1,
523048916,5,
523077717,1,
523106722,4,
523195519,4,
523207066,1,
523227916,4,
523280873,3,
523314474,1,
523415636,9,
523419679,4,
523445823,3,
523464394,3,
523474914,1,
523693935,1,
523721355,1,
523735546,1,
523738094,4,
523742138,1,
523777639,2,
523806263,22,
523807113,2,
523811552,1,
523817914,5,
523833150,2,
523834604,8,
523860658,6,
523893774,6,
523940971,1,
523960086,3,
523977957,3,
523984540,1,
524021698,5,
524025855,1,
524044161,10,
524067808,1,
524071677,3,
524076510,32,
524136199,3,
524227758,32,
524272838,1,
524291309,1,
524324829,15,
524367646,4,
524374170,1,
524480548,1,
524541091,1,
524551553,15,
524590023,1,
524604485,6,
524771938,26,
524831344,4,
524900602,2,
524970092,3,
524979853,1,
524979960,1,
524982956,1,
524983004,1,
524983046,1,
524990611,4,
525124756,8,
525131538,2,
525156105,27,
525159976,1,
525162129,1,
525218046,1,
525242137,4,
525315792,3,
525354106,4,
525362141,8,
525379442,12,
525391751,1,
526780028,5,
526920194,2,
527250088,4,
527477012,2,
527495550,1,
527501761,2,
527504005,2,
527533632,2,
527560296,2,
527562896,3,
527581615,1,
527634562,1,
527642730,3,
527657019,1,
527675821,4,
527737548,2,
527888226,1,
527895668,5,
527907786,7,
527912471,2,
527952576,3,
528006430,3,
528007578,2,
528012313,1,
528082357,1,
528187065,1,
528300999,11,
528302334,2,
528387343,2,
528398795,1,
528510712,2,
528529985,2,
528531338,2,
528537327,1,
528551260,2,
528559594,3,
528619257,8,
528620610,3,
528634694,6,
528687205,25,
528689102,3,
528704588,1,
528762776,6,
528777139,1,
528814015,2,
528855778,12,
528861685,3,
528950256,10,
528963952,2,
528998354,1,
529007684,1,
529032435,2,
529067787,11,
529102105,1,
529124984,1,
529131955,1,
529161754,2,
529211989,2,
529232902,21,
529239121,2,
529284200,1,
529325573,1,
529326050,4,
529398877,2,
529404030,3,
529436537,3,
529443871,1,
529535015,2,
529572919,2,
529607616,2,
529638314,2,
529681520,1,
529683435,2,
529816688,1,
529847709,7,
529873150,3,
529904435,4,
529916116,1,
529981318,1,
530025956,1,
530044684,2,
530045111,6,
530109834,1,
530123538,2,
530124957,2,
530205046,1,
530460781,2,
530503283,5,
530584796,1,
530596568,8,
530596949,1,
530605799,2,
530643030,1,
530705748,19,
530752203,23,
530765122,2,
530817519,3,
530876044,17,
530941277,3,
530962596,2,
530969781,2,
530994078,3,
530996685,7,
531063717,1,
531067049,1,
531102655,4,
531125672,1,
531228773,2,
531251916,44,
531289882,4,
531334159,1,
531336642,1,
531350668,9,
531515641,1,
531527257,1,
531548725,1,
531550721,1,
531551224,2,
531642783,6,
531723765,1,
531739407,1,
531760981,2,
531788073,2,
531794071,3,
531807659,7,
531820355,10,
531876647,1,
531878932,9,
531888337,3,
531993749,2,
532102902,3,
532112315,1,
532150547,12,
532176138,6,
532202199,13,
532291846,5,
532335304,2,
532360484,4,
532453354,4,
532536158,4,
532658044,2,
532681483,4,
532684636,6,
532737327,2,
532806049,3,
532904091,4,
532941507,1,
533071304,2,
533081618,11,
533093365,2,
533111456,5,
533112702,3,
533178026,3,
533201596,5,
533206512,3,
533207973,6,
533213773,5,
533237640,1,
533238028,5,
533259503,7,
533260600,4,
533374823,2,
533376323,2,
533388815,2,
533417739,1,
533427373,6,
533459889,2,
533468690,3,
533512810,10,
533526471,2,
533565438,1,
533571907,6,
533617429,4,
533693362,5,
533749842,1,
533758975,1,
533761987,1,
533793139,3,
533807459,3,
533810685,1,
533810883,2,
533900098,5,
533939237,1,
533947305,2,
533947529,4,
534043617,1,
534075585,1,
534104534,1,
534203088,1,
534290044,1,
534307301,2,
534558879,1,
534574348,3,
534653910,5,
534676713,1,
534683669,2,
534752241,1,
534753587,1,
534852082,3,
534928379,7,
534972518,1,
534998000,9,
535037121,3,
535078174,2,
535190565,16,
535241707,11,
535312821,7,
535335301,3,
535370239,1,
537457707,2,
537477598,14,
537599003,1,
537660169,3,
537675860,5,
537760944,2,
537801250,2,
537802050,1,
537860264,1,
537888737,2,
537908428,3,
537916132,6,
537916181,1,
537930695,1,
537934978,2,
537944571,2,
537982308,16,
538048158,1,
538058447,9,
538142449,4,
538179441,3,
538340357,60,
538350810,1,
538363870,5,
538390428,6,
538440645,3,
538495177,7,
538515040,1,
538550906,12,
538573809,1,
538585746,5,
538613860,4,
538637455,5,
538647124,1,
538674292,3,
538679481,1,
538695560,1,
538735663,1,
538759044,10,
538771650,1,
538811837,2,
538890286,1,
538950668,1,
538963091,5,
539045120,4,
539054775,1,
539125955,2,
539154096,1,
539159335,1,
539233346,4,
539294009,2,
539298109,3,
539299578,3,
539321240,2,
539365320,2,
539472464,2,
539499442,2,
539513101,2,
539557025,2,
539592832,3,
539599860,2,
539608836,1,
539640672,1,
539647693,2,
539697110,1,
539698589,4,
539702209,7,
539705608,3,
539714170,1,
539835454,30,
539865006,2,
539883330,1,
539896449,1,
539928713,4,
540029543,2,
540035227,6,
541780193,1,
542009824,5,
542019096,1,
542020854,6,
542034327,1,
542035753,1,
542038021,1,
542044417,1,
542051081,1,
542055603,1,
542058540,1,
542063300,1,
542065248,3,
542071329,8,
542084538,1,
542085907,1,
542091699,3,
542091996,8,
542097522,1,
542097704,2,
542097720,5,
542103148,3,
542750138,1,
543620181,1,
544800592,2,
545580029,2,
545620114,5,
545650277,5,
546350224,20,
546650367,1,
547141747,4,
547150532,4,
547150730,3,
547350249,22,
548201490,1,
548500149,2,
548501113,2,
551750136,3,
552002917,3,
552005241,1,
552006546,3,
552008443,1,
552016487,2,
552016834,6,
552017303,5,
552024671,1,
552025314,1,
552029068,1,
552035388,6,
552037806,4,
552048027,73,
552068637,1,
552072894,1,
552075020,1,
552085672,24,
552091795,1,
552092199,1,
552099467,6,
552106981,2,
552107708,3,
552110645,1,
552111098,2,
552113110,2,
552113532,5,
552119414,6,
552124877,1,
552126807,9,
552129074,1,
552132961,1,
552134736,1,
552142200,1,
552152761,15,
552153199,4,
553720400,5,
554401094,2,
558500187,3,
559800750,20,
560200537,1,
562024489,6,
562034124,8,
562055871,1,
562079921,5,
562082909,17,
562086330,1,
562086454,1,
562096297,3,
562102558,1,
562110619,1,
562123513,3,
562128132,1,
562880849,2,
562881474,2,
564200012,4,
568501134,1,
568801260,3,
569500994,4,
569800725,1,
569804982,1,
570501916,1,
572047975,2,
572051571,1,
572062594,3,
572093128,1,
572093920,3,
572100485,4,
572141091,1,
572144186,1,
572149169,4,
572158558,1,
572168979,2,
572173383,8,
572179026,3,
572199164,23,
572219012,1,
572950103,2,
573000017,1,
573621224,3,
574803086,1,
576850697,5,
576880132,9,
577250087,4,
577380165,1,
578505224,2,
578800153,1,
579500513,1,
579807041,1,
580800423,3,
581920584,1,
582009106,1,
582026225,1,
582028023,3,
582054862,5,
582081782,1,
582087193,11,
582090718,3,
582110995,1,
582131264,1,
582137436,1,
582140174,1,
582144051,1,
582145470,5,
582588012,4,
582980306,3,
584800050,4,
584800577,1,
585580202,4,
585580855,1,
585781701,5,
586080210,4,
586100312,8,
586850216,3,
586850281,1,
587020066,1,
588500835,1,
588502906,1,
590500443,1,
591820410,2,
592005748,1,
592057905,1,
592062202,1,
594500969,2,
595650219,1,
596280321,5,
596520486,1,
597250406,4,
598500643,3,
598501047,1,
598501393,1,
599802006,1,
600500920,1,
600900016,1,
602014565,3,
602020737,1,
602022493,2,
602025538,1,
602033185,2,
602035750,3,
602060147,3,
606220101,3,
606420057,3,
607020245,3,
607120664,2,
607320199,1,
608500716,1,
610500024,1,
611600027,2,
611620048,1,
611820564,2,
611900018,1,
612013268,2,
612030619,1,
612041327,1,
612044339,2,
612051920,3,
616520250,2,
616780094,1,
617020292,2,
617120118,7,
618501050,2,
619804206,2,
620800581,12,
620801662,4,
622009918,5,
622019503,3,
622039675,1,
622044501,1,
622058410,1,
622720159,4,
625480272,1,
627150105,2,
628200222,2,
629501537,1,
629800988,12,
630800084,3,
631200509,1,
632009528,1,
632010856,2,
632011698,2,
632013843,2,
632016382,4,
632028627,1,
632041042,1,
632041182,1,
632045167,1,
632045837,4,
632049128,9,
632050019,5,
632750139,2,
632900039,10,
634024149,6,
635721421,1,
637020819,23,
637080177,5,
637121153,4,
637180514,10,
637180803,7,
638500413,14,
638749892,1,
639200336,1,
641000036,2,
641621255,2,
642005177,4,
642020390,1,
642043277,1,
642050199,1,
642052237,2,
642880785,3,
643700031,1,
645450107,2,
645680026,3,
645721069,1,
645850397,1,
646000019,2,
646550079,1,
647150028,2,
652009044,1,
652015322,2,
652030677,7,
652038969,3,
652800029,2,
653820167,1,
655520146,3,
655780559,1,
655800017,2,
656580321,1,
657180493,1,
658200753,1,
658502117,1,
659200786,1,
659803738,5,
662003557,57,
662014489,3,
662037704,1,
662043066,1,
662043272,1,
662044833,1,
663720548,2,
665880076,1,
666680111,1,
667080402,1,
668500317,4,
668501331,2,
669801243,1,
669802167,1,
669804122,8,
670200025,2,
671820389,8,
671880227,9,
672008489,4,
672041902,2,
672046133,1,
672050085,4,
672950276,7,
675400022,1,
675480081,3,
675880710,1,
676480296,2,
676720147,7,
676880313,1,
676880453,1,
676900252,1,
676980352,1,
676980675,1,
677080244,5,
677180127,3,
677380453,1,
678502014,3,
678502535,1,
679800615,3,
679803197,1,
679804302,1,
682010376,4,
682014071,12,
682014139,3,
682024096,1,
682031224,1,
682033519,1,
682820592,1,
685700017,4,
686014150,1,
687120436,1,
687220376,9,
688202696,1,
692017940,1,
692018211,2,
692029622,1,
692036924,19,
692041585,5,
692050594,1,
692920770,6,
692971716,5,
693001091,7,
694501479,1,
694800152,1,
695521005,4,
695580019,2,
696420173,1,
697250173,1,
698501111,1,
698502804,1,
699800306,3,
701650145,3,
701750028,3,
702002411,1,
702024795,1,
702038258,1,
702042755,2,
702045568,2,
702600020,2,
703000591,1,
703720078,1,
703720292,1,
704288911,1,
704662446,3,
705580108,6,
705620417,3,
705880383,1,
706480159,1,
708500376,1,
708502075,4,
709801781,2,
709805675,1,
711920470,1,
712000272,2,
712002583,1,
712014455,9,
712017011,4,
712029370,1,
712032705,7,
712063122,1,
712400022,2,
712820968,1,
713750438,5,
714801495,6,
716280433,2,
718223027,1,
718501851,1,
718502966,2,
719801664,1,
721721108,1,
722002110,1,
722041175,1,
722045895,1,
722055738,10,
722057460,2,
722721339,7,
722721461,5,
722980018,1,
725780084,1,
725780399,1,
726400037,1,
728202730,41,
728502493,1,
729200709,17,
729800706,2,
729802579,3,
732016399,7,
732017058,4,
732017512,1,
732030259,1,
732037056,3,
732055413,1,
732056452,1,
732058698,2,
732072830,1,
732821376,2,
733850028,2,
735520066,1,
735700413,1,
736250077,2,
736320144,2,
738200716,1,
738501923,2,
738503671,7,
738800291,3,
739809226,1,
741720262,1,
745480178,1,
745620278,5,
745751693,3,
746050087,1,
746951284,2,
747050045,1,
747120426,1,
747252120,2,
747351674,1,
749838884,1,
749841474,2,
749864864,2,
749916557,1,
749939351,2,
749949749,116,
749963419,9,
750061608,1,
750094997,3,
750117475,22,
750195612,6,
750232068,4,
750238420,5,
750355570,3,
750373185,1,
750389769,1,
750443418,1,
750445355,22,
750503427,7,
750673030,3,
750684896,4,
750708901,2,
750736449,2,
750738734,1,
750764896,1,
750769820,6,
750776882,1,
750837262,1,
750885980,3,
750888158,4,
750897845,9,
750997264,3,
751008673,8,
751030610,2,
751090572,13,
751140443,3,
751217944,3,
751315771,2,
751334160,1,
751475138,8,
751517103,4,
751531179,2,
751544107,2,
751557224,2,
751570938,3,
751599861,1,
751655531,2,
751754110,1,
751779422,1,
751790262,2,
751796988,12,
751805649,1,
751842931,2,
751845777,1,
751905548,1,
751970948,4,
752014282,1,
752019976,6,
752030221,1,
752134353,1,
752136341,3,
752188953,1,
752209395,1,
752284976,4,
752357251,4,
752364828,2,
752475913,3,
752530683,6,
752530733,2,
752531475,11,
752532986,4,
752553289,1,
752592907,2,
752632505,1,
752698712,2,
752700080,2,
752700484,8,
752707349,1,
752712190,1,
752809061,1,
752816496,1,
752829846,1,
752871061,63,
752875377,2,
752899203,1,
752899625,1,
752905737,5,
752916767,1,
752990762,1,
752993014,3,
753024413,4,
753032283,4,
753041995,1,
753043371,2,
753107911,1,
753188879,2,
753192665,4,
753276906,6,
753283126,7,
753286541,2,
753288901,1,
753333772,1,
753346881,4,
753353101,5,
753397975,18,
753458306,2,
753459577,1,
753574094,1,
753600402,2,
753655182,8,
753700517,15,
753711985,1,
753717842,7,
753746213,1,
753747948,1,
753750090,3,
753817568,9,
753834613,2,
753837863,6,
753900307,4,
753908821,4,
753970490,1,
754022564,1,
755212022,1,
755500287,3,
755800984,1,
755802170,1,
757021450,6,
757124000,5,
757200100,3,
757500863,8,
758802169,3,
760200097,2,
761200036,8,
761500420,2,
763800414,5,
764400012,1,
764800033,2,
765200720,1,
765801287,1,
766500011,3,
766500136,1,
766800130,1,
768200026,2,
768200610,6,
768300025,1,
769800202,3,
769801242,10,
770200301,1,
770500197,18,
773201108,1,
775347891,4,
775544562,1,
775555410,10,
775555477,13,
775563323,2,
775563349,2,
775563356,2,
775569445,1,
775570963,1,
775572878,3,
775573009,2,
775576002,3,
775576036,2,
775583248,1,
775594054,1,
775594815,1,
775595960,2,
775606650,1,
775607716,10,
775611924,1,
775613656,1,
775618036,2,
775622285,1,
775629793,2,
775629926,1,
775633308,4,
775633357,3,
775640865,1,
775645757,2,
775654510,1,
775656143,2,
775657711,4,
775665789,1,
775670706,1,
775687197,1,
775699838,2,
775716541,1,
775718794,1,
775726417,12,
775727241,8,
775729098,1,
775736416,5,
775738115,1,
775738727,2,
775743396,3,
775744790,3,
775747769,1,
775757487,1,
775765514,11,
775823610,1,
775832215,17,
775876030,12,
775878390,2,
775942014,2,
776190944,2,
776221467,3,
776224693,2,
776530354,1,
776634313,15,
777346412,2,
777461666,5,
777739160,1,
778125989,1,
778126458,6,
778150706,1,
778151241,2,
778151563,3,
778151902,1,
778204271,1,
778304170,1,
778554881,1,
778577072,3,
778636175,3,
778754259,1,
778784991,1,
778887521,2,
778968396,2,
779394329,3,
779454404,34,
779472349,8,
779658517,1,
779832344,1,
779982453,1,
780059309,1,
780061289,1,
780077004,2,
780111951,2,
780154787,1,
780250726,1,
780262259,1,
780650024,3,
780660437,1,
780709598,1,
781048756,2,
781112891,2,
781136395,6,
781417548,1,
781456785,1,
781637608,1,
781723093,4,
781804141,2,
781824156,5,
781831714,1,
781899778,4,
781991500,4,
782127302,12,
782358014,6,
782369409,2,
782439657,8,
782716450,6,
782717730,2,
782757918,2,
782993869,1,
783070014,10,
783112022,2,
783222516,4,
783261175,3,
783423270,1,
783581481,18,
783697345,1,
783775331,1,
784013724,3,
784118655,1,
784130908,3,
784143018,1,
784173262,1,
784316598,2,
784354128,9,
784358764,1,
784396079,8,
784396459,16,
784448730,2,
784562860,1,
784606576,12,
784718066,1,
784939688,1,
784986630,3,
785306622,1,
785423773,1,
785495060,2,
785620493,3,
785620626,1,
785620725,2,
785720111,1,
785820507,2,
785820739,1,
785962606,2,
786350314,1,
786503847,2,
786580324,1,
786980342,1,
787180215,1,
787320415,1,
788034429,6,
788105245,15,
788139632,5,
788157709,2,
788165603,1,
788202174,8,
788214963,4,
788240000,1,
788264422,1,
788378537,1,
788427490,1,
788478337,3,
788513331,33,
788523389,1,
788567238,4,
788583110,4,
788619203,26,
788658946,10,
788664258,4,
788767325,3,
788804839,1,
788854925,1,
788914059,1,
788988186,1,
789033495,6,
789139318,3,
789177730,5,
789179728,4,
789216181,4,
789332376,4,
789359254,2,
789412913,17,
789416260,1,
789424355,2,
789461621,1,
789487212,3,
789489705,1,
789557394,1,
789565876,1,
789602687,3,
789715976,1,
789726148,1,
789729373,6,
789733656,41,
789741972,1,
789756269,7,
789761277,1,
789772571,3,
789813698,2,
789818267,3,
789825882,4,
789826849,5,
789835279,1,
789896628,1,
789934619,3,
789945565,1,
789945599,2,
789947306,11,
789947322,1,
789961125,32,
789961901,9,
789968104,2,
790048219,14,
790058085,1,
790067805,1,
790097554,9,
790121784,14,
790181572,2,
790183115,16,
790200653,3,
790201370,2,
790291538,2,
790332175,6,
790362784,2,
790415822,16,
790497010,3,
790533277,2,
790544134,20,
790548259,35,
790573224,3,
790626030,1,
790634133,2,
790638951,6,
790708549,1,
790738215,2,
790758338,2,
790758601,1,
790760961,1,
790763742,1,
790766968,1,
790809461,1,
790840011,4,
790862544,2,
790887319,1,
790892830,4,
790893358,5,
790941116,1,
791005994,14,
791025919,3,
791178239,3,
791206741,1,
791230725,1,
791244213,6,
791244619,4,
791316235,7,
791316581,2,
791356280,12,
791451008,1,
791529241,1,
791620503,3,
791709280,5,
791769128,21,
791785587,1,
791796303,3,
791846074,1,
791855810,1,
791855869,2,
791865215,2,
791894389,3,
791940810,1,
791954522,6,
791982622,23,
791995228,2,
792041097,2,
792077661,1,
792128423,3,
792143562,4,
792268104,1,
792275422,13,
792283855,1,
792328254,1,
792469165,1,
792541336,2,
792568388,30,
792570947,4,
792582439,8,
792584286,1,
792633125,2,
792635013,1,
792643496,15,
792665978,1,
792685448,8,
792685935,1,
792687097,8,
792690950,5,
792694796,2,
792701518,1,
792718827,81,
792756421,9,
792808545,1,
792811804,4,
792859639,3,
792872608,3,
792872970,6,
792895229,2,
792906950,2,
792951980,2,
792995953,6,
793034562,1,
793038464,17,
793050519,1,
793102294,5,
793141227,1,
793186818,6,
793196536,4,
793210212,1,
793236738,1,
793257023,3,
793268624,1,
793282799,22,
793289547,2,
793295932,1,
793299801,3,
793350604,3,
793367582,2,
793379900,2,
793462672,2,
793473505,1,
793555368,1,
793577933,1,
793630682,33,
793669649,20,
793670308,4,
793748492,8,
793751868,2,
793834995,1,
793868514,3,
793891318,4,
793899642,2,
793904699,7,
793907353,1,
793913161,12,
793930108,2,
793941675,3,
793952672,8,
793962903,1,
794030726,2,
794034462,4,
794091884,2,
794117242,1,
794152314,5,
794203356,3,
794217414,16,
794223230,2,
794238212,4,
794257964,4,
794301465,2,
794325589,3,
794380212,2,
794388835,2,
794394098,1,
794431593,3,
794433458,3,
794434126,4,
794447029,4,
794491639,8,
794503771,4,
794515114,3,
794522813,5,
794527085,1,
794583252,1,
794591354,5,
794684456,5,
794704585,1,
794707547,1,
794738237,4,
794828822,2,
794908780,1,
794942680,2,
794951442,15,
794973537,2,
794981852,3,
795221480,1,
795268101,10,
795292473,1,
795358084,15,
795620277,1,
795680297,2,
795780667,1,
795820067,2,
796780302,1,
797080413,1,
797080439,3,
797400496,1,
797402419,1,
797436995,3,
797486552,1,
797490562,1,
797507860,1,
797526332,5,
797529385,1,
797546496,7,
797569928,4,
797586062,26,
797667680,17,
797680626,2,
797695913,8,
797809845,1,
797814407,2,
797852910,3,
797880762,1,
797956117,1,
797959681,2,
797977998,12,
797987377,1,
798014056,1,
798051132,2,
798097598,7,
798121745,3,
798161709,8,
798206512,11,
798262713,1,
798277323,48,
798286225,1,
798292926,21,
798312591,6,
798338745,2,
798345757,2,
798383428,8,
798459319,1,
798487708,2,
798509782,1,
798528782,2,
798577235,2,
798588844,2,
798647145,3,
798685715,2,
798689253,1,
798751061,6,
798751905,2,
798802377,4,
798862009,2,
798862900,1,
798867297,1,
798868717,43,
798879490,1,
798899449,1,
798903480,2,
798915047,7,
798926259,1,
798994141,4,
799073416,4,
799108725,22,
799112156,7,
799166954,3,
799175351,2,
799287081,15,
799295647,3,
799296611,2,
799383633,2,
799403050,6,
799486154,3,
799500632,10,
799530852,1,
799568829,2,
799572631,2,
799577861,4,
799620448,2,
799785449,1,
799873187,1,
799879358,3,
799907712,4,
799951934,1,
799952346,2,
799985395,10,
799994801,1,
7APE4321A,3,
800015687,1,
800050122,2,
800063885,2,
800066417,1,
800080616,11,
800096737,1,
800103582,1,
800122731,3,
800156192,1,
800231904,1,
800238016,6,
800252389,3,
800266561,2,
800290322,7,
800291437,1,
800321093,6,
800339798,1,
800395402,6,
800469710,4,
800518110,15,
800731408,2,
800762288,5,
800784704,1,
800865560,3,
800885550,2,
800891525,4,
800892416,5,
801012774,1,
801044645,2,
801049495,2,
801082611,11,
801165044,5,
801215773,18,
801233222,5,
801283789,2,
801419318,1,
801453572,1,
801531427,4,
801543372,15,
801583857,3,
801600792,2,
801601733,1,
801615915,8,
801631094,1,
801646621,1,
801674375,1,
801688078,6,
801689910,3,
801727983,1,
801769258,9,
801831256,1,
801837725,12,
801841867,2,
801869850,4,
801869900,1,
801909144,1,
801934753,3,
801947052,3,
801977687,1,
801983743,2,
802028019,3,
802068916,2,
802112144,5,
802125682,3,
802136671,1,
802238691,3,
802269746,9,
802328393,2,
802341602,8,
802390740,5,
802391516,4,
802463489,2,
802470799,26,
802520650,2,
802535096,2,
802558379,3,
802590539,1,
802635672,1,
802698746,1,
802737908,1,
802741983,1,
802770404,5,
802773044,9,
802851311,2,
802887778,5,
802917104,1,
802949834,3,
802950154,1,
802998203,7,
803008788,5,
803054279,1,
803078963,3,
803097054,4,
803109115,1,
803124957,8,
803132158,7,
803132265,2,
803145374,8,
803176387,3,
803182112,1,
803186154,3,
803189638,1,
803200823,4,
803283530,2,
803384726,1,
803460252,24,
803565357,1,
803608777,1,
803671890,4,
803675628,6,
803699305,4,
803732130,1,
803781178,4,
803814482,1,
803829167,1,
803860949,3,
803877042,1,
803887744,12,
803910066,1,
803915032,3,
803927268,1,
803933274,34,
803960137,4,
804033850,1,
804049591,1,
804066231,1,
804081131,1,
804085744,1,
804113918,3,
804151736,2,
804182673,1,
804200017,31,
804206738,1,
804251676,1,
804264992,4,
804270155,1,
804299998,2,
804305399,9,
804354710,2,
804360550,11,
804362366,1,
804363653,3,
804413912,2,
804463867,2,
804484756,2,
804521029,4,
804575298,1,
804651156,1,
804661460,1,
804689891,2,
804734416,3,
804806446,1,
804832251,3,
804832434,2,
804975001,5,
804986891,3,
805065224,1,
805126562,5,
805138922,5,
805139599,1,
805143542,4,
805211968,3,
805217395,4,
805244035,5,
805911000,1,
806950085,1,
807391719,1,
807411525,2,
807427307,1,
807439302,2,
807439625,1,
807488812,7,
807552724,2,
807628839,1,
807629993,1,
807679386,3,
807682976,2,
807685086,2,
807759170,1,
807781737,1,
807836838,2,
807852330,1,
807871413,8,
807885496,1,
807902036,2,
807959119,1,
807990502,2,
808056675,6,
808113211,1,
808132070,2,
808205256,10,
808224398,9,
808236467,9,
808269559,1,
808270979,6,
808294045,1,
808307862,2,
808332670,6,
808353833,3,
808381156,2,
808394076,1,
808404321,4,
808410054,1,
808413306,13,
808417687,4,
808422430,3,
808424964,2,
808489694,4,
808490155,1,
808493639,1,
808524482,2,
808541098,3,
808542260,4,
808578272,1,
808579627,3,
808587232,3,
808606438,2,
808608137,2,
808631691,1,
808658066,3,
808659668,4,
808836118,6,
808867428,4,
808892749,17,
808972772,1,
809011562,1,
809032071,2,
809032469,1,
809083207,1,
809123888,8,
809135726,2,
809141120,4,
809218142,3,
809233471,2,
809265408,5,
809286271,6,
809300601,1,
809314578,4,
809376783,1,
809390891,10,
809420136,5,
809423692,1,
809463037,10,
809593809,2,
809593957,7,
809618077,4,
809662802,2,
809682719,2,
809798341,1,
809837560,11,
809861263,1,
809876188,2,
809881881,1,
809884349,3,
809887854,6,
809948219,1,
810016444,12,
810023176,2,
810039727,2,
810102368,12,
810168872,2,
810223636,8,
810279927,2,
810293324,1,
810336669,1,
810351056,2,
810401786,2,
810420802,2,
810421230,1,
810472258,3,
810493114,3,
810500686,1,
810525220,4,
810534362,6,
810559617,7,
810579037,35,
810585109,1,
810586842,4,
810663096,3,
810677252,2,
810682021,4,
810704411,5,
810906024,2,
810908301,11,
810965483,5,
810995118,6,
810996488,6,
811074871,2,
811132927,1,
811137660,1,
811138296,1,
811146703,1,
811150937,7,
811163351,11,
811171479,3,
811183102,9,
811184134,2,
811221241,1,
811251081,3,
811338367,2,
811348986,2,
811392802,1,
811401462,23,
811405372,1,
811442755,2,
811444850,2,
811485952,2,
811504505,1,
811530302,1,
811553551,2,
811598200,37,
811624410,3,
811656578,2,
811669746,2,
811735299,2,
811782762,3,
811783158,2,
811829241,4,
811842012,7,
811852755,3,
811880111,4,
811886712,2,
811896927,16,
811907609,4,
811915438,13,
811988013,12,
812001253,4,
812029775,1,
812093524,2,
812107498,3,
812144236,4,
812144368,3,
812186161,3,
812186823,8,
812193639,5,
812363984,6,
812379113,1,
812382349,5,
812395879,8,
812398402,8,
812420511,1,
812450674,4,
812457281,9,
812538064,11,
812671113,1,
812715670,5,
812759017,2,
812781730,5,
812797512,1,
812799666,1,
812831659,7,
812857878,1,
812869741,1,
812878742,1,
812897783,2,
812901668,4,
812903235,1,
812917052,3,
812930394,2,
812935468,1,
812940641,1,
812944882,4,
812966794,1,
812972685,5,
