client_siren,salaries_distincts_2020,salaries_distincts_2021
399314400,138,39
399315985,1,1
399318088,25,16
399318278,32,130
399332444,11,42
399337450,126,108
399341304,4,2
399343714,1,3
399355429,3,3
399358746,8,3
399361468,17,1
399372549,57,19
399395581,230,138
399408194,6,5
399447903,1,1
399537646,7,3
399633783,2,1
399721182,6,6
399721430,18,14
399798321,32,26
399814961,2,1
399868843,2,3
399873108,15,6
399902675,1,1
399937218,13,9
399982792,47,38
399993286,24,31
400039954,13,10
400064457,5,5
400103420,8,10
400126280,67,34
400140497,6,2
400151577,9,8
400185534,2,6
400201760,5,3
400212700,211,249
400214888,1,1
400323473,1,1
400333225,8,1
400333738,1,4
400366100,2,3
400370003,4,2
400423836,1,2
400432019,1,1
400439105,2,3
400476438,12,10
400515698,1,1
400535597,4,2
400553350,29,22
400554598,8,3
400613113,9,4
400641551,98,40
400752028,3,1
400775433,22,13
400776555,7,6
400819330,4,1
400850301,4,4
400869277,17,8
400875951,2,1
400905295,3,2
400958328,2,1
400980447,2,2
400998779,4,4
401038864,99,80
401070891,61,108
401089461,17,4
401109434,5,5
401144274,2,1
401163126,2,1
401177977,2,2
401190376,2,1
401207154,4,10
401231659,112,63
401239868,61,42
401247523,73,21
401267604,13,8
401316716,3,5
401339312,1,1
401343801,11,6
401405717,18,21
401405832,6,4
401464474,182,9
401503792,13,1
401506407,11,10
401540851,1,2
401605720,1,3
401632252,26,53
401636592,10,5
401639216,1,1
401645700,1,2
401670245,7,1
401690961,2,1
401691209,2,2
401693171,41,36
401698840,8,2
401717400,12,19
401738331,8,7
401738406,6,5
401743687,1,1
401746961,3,1
401761390,2,3
401831987,5,7
401840541,3,2
401972435,19,21
401988175,13,2
402011175,1,1
402027445,3,2
402049498,7,6
402056402,15,4
402069710,19,1
402081533,6,6
402082366,11,1
402123434,2,2
402143531,24,10
402170443,4,2
402222483,35,33
402229520,29,3
402250286,1,1
402268239,2,1
402274716,39,20
402292221,1,1
402298624,17,10
402301592,10,5
402548366,5,5
402571889,44,30
402601298,47,3
402620843,42,20
402627327,3,5
402661904,26,12
402669667,31,5
402684120,19,17
402713119,3,1
402767073,27,28
402805527,10,9
402824239,1,9
402839591,14,8
402915789,23,31
402921829,1,1
402929129,22,4
402958300,2,4
402965297,72,2
402968655,13,10
402990816,1,3
403009483,6,7
403010663,1,2
403031867,2,1
403034440,6,3
403046469,2,2
403059843,6,3
403081433,6,4
403119431,677,141
403123888,8,4
403138225,57,25
403168149,2,4
403184344,14,3
403201544,13,4
403210032,1,1
403215569,12,6
403221930,2,8
403241136,8,9
403256944,4,2
403258601,14,3
403264161,20,9
403264252,4,3
403264450,8,4
403264641,16,1
403284839,8,2
403286891,11,5
403295215,7,3
403335904,21,12
403335938,53,41
403396740,89,62
403417751,5,10
403458490,2,2
403480049,24,19
403486574,16,10
403527781,2,2
403538564,27,27
403564040,4,3
403576051,8,4
403582646,10,3
403653512,2,14
403655319,3,3
403680366,1,1
403693971,71,37
403696842,20,12
403732902,51,35
403773302,4,2
403781016,6,6
403797012,128,88
403801434,8,4
403817190,1,2
403839228,8,4
403856487,1,1
403912579,18,15
403932130,8,5
404006983,13,6
404063927,2,1
404096091,4,1
404096489,1,1
404102402,8,6
404164915,16,12
404166662,9,4
404168429,7,7
404198814,242,95
404200792,3,1
404267593,2,2
404271470,2,1
404336190,3,4
404350738,524,473
404355893,21,13
404366650,1,1
404384133,37,33
404409567,38,13
404434946,5,4
404442444,2,8
404670911,2,1
404716581,50,32
404762924,151,107
404824062,3,2
404857211,5,4
404871865,7,11
404897563,1,1
404907941,10,4
404948473,7,3
404964868,11,13
404969552,2,4
404991531,16,22
405100728,34,5
405157058,2,2
405157140,2,2
405162827,5,2
405253188,10,4
405254467,9,5
405259003,2,9
405268715,5,2
405268764,16,25
407180785,4,2
407280445,1,1
407512938,70,57
407538032,3,2
407567916,1,1
407634542,68,17
407641570,1,3
407704600,1,1
407706381,1,1
407754613,1,1
407762012,4,4
407784164,3,1
407794551,51,32
407800283,4,1
407845627,17,5
407879683,3,2
407881861,5,5
407892314,18,10
407896000,5,2
407904374,2,11
407985308,71,83
408020014,9,7
408024719,113,59
408060424,6,4
408063436,18,12
408073609,65,17
408086700,30,5
408127553,19,7
408157485,29,13
408179455,251,105
408231785,2,2
408395515,100,45
408397198,3,7
408400372,17,12
408401453,111,114
408402998,130,105
408411478,9,2
408416832,1,2
408448850,8,2
408455426,12,23
408477644,5,3
408481992,16,18
408484277,4,2
408490332,19,14
408492304,5,3
408553121,1,2
408565380,16,11
408582336,4,6
408631992,3,4
408682557,4,5
408732428,60,18
408742674,7,4
408756161,1,1
408756278,4,2
408965200,9,4
409005337,6,6
409029006,2,1
409108115,28,24
409115490,4,4
409213584,4,4
409218401,1,1
409261849,11,2
409378841,13,5
409427432,4,7
409458916,54,19
409492253,11,7
409516119,1,1
409520657,2,3
409524667,6,3
409599594,28,3
409600616,5,4
409602018,1,1
409699113,27,35
409722956,7,2
409847423,1,2
409866415,26,6
409868114,4,1
409887395,2,3
409893443,1,2
409896149,74,97
409899077,78,45
409947538,20,11
409976610,2,3
410002075,1,1
410004964,7,2
410011209,8,2
410034607,45,14
410081640,5,4
410107353,2,4
410109698,53,34
410112296,11,4
410118608,15,16
410127948,2,1
410140057,3,2
410191589,19,4
410195291,17,24
410206205,52,24
410206270,26,3
410206437,141,100
410206528,290,121
410210876,52,18
410217640,9,2
410258743,11,2
410265052,15,2
410272587,7,3
410279533,8,2
410286751,8,10
410293203,17,27
410301162,9,3
410301600,4,6
410303663,6,3
410314876,9,20
410325351,5,7
410326128,2,5
410335855,43,19
410349070,23,21
410352777,3,10
410353437,57,5
410358188,4,4
410379119,122,68
410380745,2,1
410408959,4,6
410409460,20,20
410435911,32,32
410436158,28,5
410436265,2,1
410458624,1,3
410472021,5,1
410489991,7,4
410500672,2,1
410504641,8,1
410508527,4,3
410512727,2,6
410539852,7,8
410560346,57,61
410582035,1,1
410583462,15,7
410599864,2,1
410606024,1,1
410608319,51,32
410608707,7,6
410617484,6,6
410618011,5,4
410687594,9,1
410693725,8,5
410710024,2,1
410737605,7,3
410777643,1,2
410780050,5,6
410793533,2,9
410802797,5,3
410824585,6,4
410829477,1,2
410830749,6,3
410873319,44,1
410882914,8,2
410884423,4,2
410885016,7,3
410885321,12,12
410895080,9,2
410910616,3,4
410937833,14,14
410945620,8,7
410951982,6,7
410953087,1,1
411063753,4,5
411175029,10,2
411177371,4,3
411178866,5,2
411195043,3,1
411198880,33,8
411200165,11,16
411200983,37,22
411240443,6,9
411299142,15,6
411357239,19,11
411375348,8,8
411379704,14,9
411422165,16,11
411480023,28,28
411499601,23,19
411563893,23,4
411644909,14,11
411671027,1,1
411683600,2,1
411767338,1,1
411831696,4,17
411861602,5,5
411863236,12,13
411973696,22,5
411976475,4,2
412001901,5,4
412076630,3,4
412092645,1,1
412140907,1,3
412152019,3,4
412176257,2,2
412190977,4,3
412280737,261,248
412319196,4,5
412330391,2,2
412337537,29,6
412375438,3,2
412400855,1,2
412431744,9,5
412437592,11,9
412441404,1,1
412480311,1,1
412493801,105,1
412553943,26,20
412568552,6,14
412581878,3,2
412628505,4,3
412647844,18,29
412680217,5,4
412690448,5,8
412736563,206,125
412769879,12,3
412779837,10,5
412790198,86,69
412801789,5,11
412833188,8,4
412988586,29,5
413094129,2,2
413137019,485,233
413151481,55,44
413165234,3,2
413168840,6,2
413189697,3,5
413214164,16,8
413244476,3,1
413272543,6,2
413313842,7,5
413314220,20,18
413318726,8,5
413362385,1,1
413379363,13,3
413399908,2,1
413442302,14,20
413464595,90,19
413473117,5,5
413572751,36,20
413755661,27,21
413760919,1,1
413781725,18,4
413816851,25,19
413873670,6,10
413900382,1,1
413901760,1,1
413909268,4,1
413935776,32,10
414000554,1,4
414001305,8,1
414041236,27,17
414073098,8,8
414075168,6,4
414195404,4,25
414210971,65,90
414224717,16,4
414281857,2,1
414311258,4,3
414322883,3,4
414346338,2,2
414382481,11,12
414393637,3,4
414397539,1,1
414407031,2,3
414407049,22,11
414440495,19,8
414442558,11,7
414444471,24,27
414551150,5,3
414565267,7,7
414567123,1,1
414574053,17,10
414574277,4,8
414574525,7,4
414579870,5,1
414587022,1,1
414599035,3,2
414621268,6,6
414629162,23,11
414668194,193,51
414668913,4,4
414672717,14,11
414702506,48,2
414713503,80,21
414719534,105,91
414724633,1,1
414725101,89,49
414728337,24,6
414741611,1,1
414751032,7,12
414781823,2,6
414797050,38,42
414814798,11,14
414815217,52,26
414837435,6,11
414842062,138,64
414865543,14,7
414870121,1,2
414870295,94,151
414874248,2,17
414878389,2,3
414879213,20,18
414879619,56,29
414885541,14,13
414889824,27,10
414894857,3,2
414908913,1,1
414909846,11,13
414919506,13,10
414960377,2,2
414963306,16,19
414969584,28,20
414982942,1,1
415007921,3,5
415010610,4,1
415040336,7,4
415090935,4,28
415104223,8,7
415127273,3,5
415152354,6,1
415272012,29,14
415275890,2,2
415277342,7,2
415302264,2,2
415550110,5,5
415550284,5,2
417350311,8,10
417350386,4,8
417501392,4,12
417505765,4,5
417509551,8,2
417527959,5,4
417536646,1,3
417558640,9,7
417575727,19,9
417582699,5,7
417617164,5,1
417659984,3,6
417689395,6,5
417715943,3,1
417759677,27,24
417790979,6,6
417806205,11,15
417820834,307,209
417822632,2,7
417893880,5,10
417922689,9,2
417979127,8,1
418019873,1,1
418037768,4,1
418040861,7,13
418042651,1,7
418080115,26,35
418081022,4,1
418099784,49,2
418104337,1,1
418106225,20,17
418108569,7,8
418120531,2,1
418147831,3,3
418151973,1,2
418155636,15,7
418177762,5,1
418201281,10,1
418214003,8,1
418252581,23,18
418309852,4,2
418336434,2,1
418441234,20,5
418472916,1,1
418475042,19,4
418487799,4,5
418565651,1,1
418575155,1,1
418661039,7,3
418682670,16,1
418688917,7,6
418716205,4,5
418743969,1,2
418746863,60,36
418772034,5,3
418818928,7,6
418835484,45,39
418860383,6,6
418887071,34,11
418951547,1,3
419048095,6,6
419088042,92,96
419133558,135,112
419162672,3,1
419173562,4,2
419229877,5,2
419253588,10,9
419254461,20,6
419263009,10,5
419271663,7,6
419283262,20,18
419314513,4,3
419315924,21,12
419363916,1,1
419372636,716,503
419388822,2,1
419397104,1,1
419401997,21,4
419409404,9,6
419414396,4,1
419514641,1,2
419553490,2,4
419574157,51,39
419631981,2,1
419643382,5,3
419683818,9,3
419690771,48,30
419694369,7,6
419710272,17,15
419822408,1,1
419842083,1,5
419853460,11,2
419875786,9,5
419895438,6,6
419927918,3,6
419971130,37,3
420019812,22,4
420088254,1,1
420166662,14,16
420167009,6,6
420167595,8,5
420284226,6,5
420307894,2,5
420387029,1,2
420410920,1,1
420464935,4,3
420466468,9,6
420482119,85,44
420495178,27,24
420499311,111,89
420509200,3,3
420513228,16,8
420531618,101,53
420548620,29,10
420559056,775,378
420611386,1,1
420635435,9,6
420639387,2,1
420687865,1,1
420704603,3,3
420743221,69,185
420761918,11,3
420783680,7,3
420797433,13,3
420805111,6,5
420851651,7,6
420856221,127,70
420879140,6,9
420911406,1,1
420916918,265,130
420941056,19,4
420961690,1,1
420976367,3,1
420983488,2,10
420985988,1,1
421015181,7,9
421019951,1,4
421104035,3,1
421106709,19,10
421131368,8,3
421162751,4,4
421165051,6,25
421174038,33,24
421213901,8,4
421218132,21,4
421227000,205,94
421227224,1,4
421241522,8,4
421242371,34,11
421255134,5,10
421255670,3,8
421280504,1,5
421287178,41,36
421343369,57,49
421377946,3,7
421380866,13,10
421445081,3,3
421454406,47,87
421480922,9,4
421484163,10,9
421491408,15,7
421545898,4,6
421559576,5,2
421563685,2,2
421578063,2,3
421627290,38,24
421634387,5,2
421642083,9,7
421642117,8,6
421707258,4,1
421708884,9,5
421734658,12,10
421737701,5,5
421783408,139,121
421789801,6,6
421814898,2,2
421845207,24,12
421863259,204,100
421864612,31,1
421955568,1,1
421985318,2,36
422036905,49,34
422109546,1,1
422139428,46,41
422142430,105,124
422147959,2,2
422151779,4,2
422171447,6,1
422196709,7,4
422200915,2,1
422251074,4,4
422287441,85,36
422288092,20,47
422293209,51,119
422314765,19,3
422322529,88,138
422335133,1,1
422356675,3,3
422382168,6,3
422396309,4,2
422427286,177,157
422444265,13,13
422478909,148,202
422481838,4,2
422488163,2,4
422528422,3,5
422528778,1,2
422559781,3,1
422581223,2,2
422592329,4,1
422659383,12,2
422665620,28,15
422681064,13,2
422719385,3,5
422727834,12,3
422732123,2,2
422765024,9,9
422769224,3,10
422810127,4,2
422845982,7,3
422854570,2,1
422892844,7,4
422918904,88,51
422929752,16,9
422946525,1,2
422989715,7,4
422995944,1,1
423010008,3,1
423048198,1,1
423068303,2,2
423110618,5,1
423144658,16,7
423162882,2,8
423166057,19,6
423169622,3,3
423226067,12,3
423259381,1,2
423261692,36,31
423262708,3,3
423282482,2,1
423303924,4,2
423337708,2,3
423346956,7,3
423361856,6,3
423379338,12,27
423457985,1,2
423465830,6,7
423556356,16,2
423559830,6,4
423650894,9,4
423675768,24,3
423727668,61,52
423755149,5,5
423755644,2,2
423768829,10,29
423769462,4,6
423792563,19,9
423854454,20,14
423855089,2,2
423864651,181,136
423865476,5,10
423933696,3,1
423999135,38,34
424124865,3,3
424210599,106,89
424217750,1,1
424226231,2,3
424235265,6,4
424311157,7,2
424324119,2,1
424326759,23,7
424329027,2,2
424366177,2,12
424394807,13,23
424409068,6,17
424435105,21,26
424440659,23,27
424442762,41,2
424484178,4,4
424555027,8,9
424564532,19,2
424623759,185,91
424704963,16,7
424712792,1,8
424738375,13,5
424749422,3,2
424853752,28,26
424865400,32,37
424925790,39,27
424974657,1,2
424991545,2,1
425014180,1,1
425015682,4,2
425023447,22,25
425039617,12,4
425125150,13,4
425127362,5,6
425520376,1,1
425720059,34,14
425750023,3,3
426420162,17,5
427350079,12,12
428138739,1,4
428176572,6,6
428213292,5,5
428214423,15,13
428214530,3,2
428222871,2,1
428230858,7,2
428240287,4,2
428295455,2,3
428295810,5,2
428297857,3,2
428590228,5,4
428593230,23,12
428616734,3,1
428634356,1,1
428637987,16,9
428679385,47,7
428682447,29,26
428688485,1,1
428694426,26,26
428706204,5,27
428710495,18,6
428730006,1,2
428734123,39,2
428752067,70,20
428754253,1,1
428756332,1,1
428757124,20,6
428760847,1,1
428764500,10,9
428774665,2,2
428781983,42,12
428782791,14,8
428785042,112,86
428809677,4,2
428823462,7,2
428825400,2,1
428859052,6,3
428880686,2,2
428889760,3,1
428891113,50,65
428894547,9,9
428970305,1,1
428981484,6,3
429051519,1,3
429057342,1,1
429070733,3,3
429078488,6,5
429085616,15,13
429119050,10,8
429144785,3,2
429157308,32,3
429166887,3,6
429195993,1,1
429329717,22,5
429359300,6,6
429416126,6,7
429526205,31,9
429531197,10,7
429547524,2,2
429589773,6,6
429596224,3,3
429601495,19,15
429604044,1,1
429644453,14,12
429670797,324,105
429676067,40,4
429699150,1,1
429721186,6,1
429721640,9,8
429726391,2,2
429799588,1,1
429811284,18,38
429825904,6,2
429840853,2,11
429853351,7,4
429870272,31,32
429883002,14,11
429886542,1,1
429891633,13,14
429894967,3,1
429921828,24,22
429983604,4,5
429995384,26,26
430015826,11,8
430032532,1,1
430050799,44,21
430072728,3,1
430095216,19,15
430142463,4,10
430161497,10,10
430222786,9,10
430237818,4,6
430276436,3,11
430334409,162,73
430452011,8,1
430468363,17,6
430480798,4,4
430740423,2,2
431253608,36,22
431264118,4,9
431349117,19,12
431357292,6,8
431377514,15,12
431382183,4,1
431402114,4,5
431402270,3,1
431430503,3,4
431431535,9,5
431506443,6,6
431564673,31,6
431572452,2,1
431607290,7,3
431641539,23,22
431664994,14,9
431720648,39,37
431858141,73,22
431875897,6,5
431895911,3,1
431930320,3,2
431952613,14,9
432018588,2,1
432060788,2,9
432063220,5,3
432087617,12,13
432114825,63,60
432114940,34,10
432132504,16,28
432137487,2,2
432191195,1,2
432192573,2,1
432267193,1,1
432271609,5,12
432279073,65,33
432326700,5,2
432343085,2,6
432383321,9,17
432392850,1,3
432393320,6,4
432395523,20,10
432455764,2,18
432466191,16,20
432505972,436,272
432542041,4,4
432554996,3,3
432573467,7,1
432583714,6,3
432598480,6,4
432617397,7,10
432627230,6,4
432636603,1,1
432638765,17,27
432667459,1,2
432698751,2,3
432730521,6,6
432734358,3,4
432735736,8,7
432758852,1,1
432766947,3,3
432807972,1,1
432881464,6,3
432910453,2,5
433036696,2,4
433054178,1,1
433085149,25,12
433090032,1,2
433103942,5,6
433108404,4,9
433185121,127,41
433191343,18,21
433225356,30,80
433250834,16,11
433257128,3,1
433260411,15,13
433303534,2,3
433313475,36,5
433313483,2,5
433332996,15,3
433455268,6,17
433503984,13,3
433532066,4,2
433533833,2,1
433539343,150,11
433572419,1,2
433594843,6,11
433599032,2,1
433615549,1,1
433623550,1,1
433687936,1,1
433698461,2,1
433699188,1,1
433747888,24,23
433750577,2,3
433764362,1,1
433782406,3,3
433797784,4,2
433803137,1,2
433804952,4,2
433806429,15,6
433838125,7,4
433839172,19,32
433842044,10,3
433864667,1,1
433873437,23,4
433891249,7,9
433898772,1,1
433900834,146,151
433903820,29,5
433911948,5,4
433922176,11,9
433924271,1,5
433929502,8,3
433935764,2,3
433936325,2,1
433937323,8,19
433938883,27,3
433945904,122,131
433948031,27,13
433976529,399,164
433986304,6,5
433989167,5,6
433994118,2,1
433998473,55,3
434011458,2,2
434027058,6,4
434027249,1,1
434027926,5,3
434034146,28,14
434039921,5,2
434075206,291,360
434081873,12,13
434085395,9,19
434150256,16,28
434151783,95,39
434152120,27,4
434163929,7,10
434188389,4,3
434189163,1,1
434236485,6,6
434241956,8,9
434242111,6,6
434280939,4,3
434331237,6,5
434375853,67,35
434403689,7,2
434438222,21,19
434454500,5,4
434464228,1,1
434501524,31,19
434507414,1,1
434508792,3,3
434529632,4,4
434555256,11,9
434637179,1,2
434644290,3,4
434655650,9,7
434689915,10,5
434691192,11,2
434797882,4,3
434836276,71,118
434838868,4,2
434900320,16,11
434906111,3,2
434906160,10,6
434927489,3,3
434936258,3,4
434951703,7,7
434992608,1,1
435010202,3,1
435010418,1,1
435058706,5,1
435082649,3,7
435093281,1,5
435165808,6,6
435174339,5,3
435180484,1,1
435183173,3,2
435281829,2,3
435297841,3,4
435362710,1,16
435480520,6,3
435480546,2,2
435520028,7,1
435580352,31,18
435880505,17,9
437080096,16,1
437180490,9,3
437181076,1,2
437504962,3,1
437571516,1,1
437573082,2,4
437574452,5,5
437576531,66,1
437581630,16,4
437606965,5,2
437617046,18,5
437620735,1,1
437636202,84,14
437639800,5,1
437649148,2,1
437663263,1,1
437667892,7,4
437669559,26,10
437678683,2,2
437773666,1,2
437777469,5,3
437787450,36,4
437914039,12,6
437925753,4,4
437969447,25,13
437994155,4,5
437997638,2,2
438000382,4,2
438048019,13,4
438054074,8,3
438106841,31,10
438240590,22,4
438277030,130,107
438289662,13,42
438303356,16,7
438305492,1,1
438309080,3,3
438312639,11,5
438336851,2,2
438357477,4,6
438418220,18,24
438553745,29,32
438557282,12,2
438584096,42,6
438587669,86,25
438632671,2,4
438684722,3,2
438692089,1,1
438712309,3,1
438725723,12,4
438786741,3,5
438815029,3,7
438832891,16,5
438834186,20,7
438839318,15,10
438846958,1,1
438898876,1,1
438940173,1,1
438975310,3,2
438992679,1,1
439008004,585,516
439030081,2,4
439039801,4,2
439044520,4,5
439065962,4,2
439067612,2002,1614
439068487,16,3
439111089,16,14
439122011,6,5
439169053,19,14
439195397,3,5
439298167,18,13
439309824,6,3
439361114,2,2
439414061,3,2
439436569,9,18
439469040,5,3
439494097,55,34
439498775,5,4
439499849,9,2
439556952,12,11
439675133,21,18
439769654,3,4
439779851,2,1
439793811,8,7
439818071,3,6
439861048,4,2
439890336,4,1
439898305,46,19
439904475,20,9
439905837,8,8
439906934,2,1
439907122,5,5
439919051,58,32
439955741,1,1
439990748,13,18
440018059,4,5
440055861,331,393
440068666,49,38
440088409,14,8
440088938,60,32
440110088,9,5
440115798,5,4
440116176,2,8
440117620,152,182
440156081,1,2
440156578,21,4
440184687,6,11
440198687,20,6
440233815,7,4
440252625,1,1
440267177,9,7
440271039,18,4
440273969,13,9
440304293,12,11
440326692,28,30
440334225,2,2
440375053,10,4
440392181,10,10
440416576,3,1
440446599,8,10
440513059,1,1
440514487,11,14
440536530,6,4
440546018,6,6
440555886,13,9
440617868,7,4
440620177,37,34
440650711,1,1
440682532,4,2
440735603,2,2
440737963,23,11
440767549,2,1
440769867,41,37
440786457,3,4
440797835,35,1
440824852,9,4
440827988,9,5
440840130,1,1
440842136,2,3
440848133,3,2
440849016,616,329
440927283,3,2
441004777,2,2
441044054,8,9
441064466,10,27
441133808,128,125
441177839,2,1
441212586,2,1
441288008,26,14
441304086,3,40
441320405,81,33
441360419,13,9
441388378,70,58
441401635,6,8
441417110,9,3
441421781,4,5
441426145,32,18
441480167,3,3
441508017,2,3
441522711,4,6
441531795,5,4
441614351,12,2
441615168,4,1
441666930,42,4
441671229,4,9
441699170,12,9
441797636,110,49
441805116,8,5
441815198,10,4
441835147,2,4
441837655,5,1
441871019,5,63
441884491,17,23
441932837,4,2
441941168,20,14
441944832,6,6
441999000,6,7
442047148,8,3
442055794,9,2
442057816,4,2
442104295,6,1
442126454,13,11
442223269,1,1
442245601,2,1
442281804,28,5
442304911,34,38
442324067,8,5
442349395,1,1
442377206,6,15
442401758,3,2
442412896,5,8
442418588,10,27
442508289,14,8
442536975,19,5
442547402,2,2
442556213,3,2
442566410,1,4
442612107,1,1
442636098,1,1
442640553,3,6
442641569,1,6
442694436,4,6
442695326,11,8
442718615,13,5
442763330,2,1
442805701,8,17
442811659,9,4
442833935,6,3
442858551,27,1
442860730,2,1
442874392,1,1
442955019,9,7
442964391,7,6
442993283,27,2
443021241,5,1
443048996,12,9
443061841,6,1
443089990,17,13
443135389,16,1
443140413,4,21
443157946,1,2
443247549,27,31
443248836,2,1
443272331,5,7
443327341,29,11
443337647,70,33
443355748,1,1
443368741,2,9
443398144,4,14
443446513,6,1
443450598,6,4
443522107,4,1
443572250,1,1
443716832,6,3
443744073,2,1
443748157,7,12
443773411,3,2
443782784,128,100
443829288,3,1
443829445,2,1
443851811,19,4
443863147,13,4
443865043,11,5
443893110,10,5
443933791,1,1
443946629,3,1
443972096,3,1
443972641,8,8
443975826,2,3
443982038,30,8
444030902,8,4
444136659,2,2
444151153,9,16
444168553,26,20
444178925,9,9
444187777,1,1
444187884,2,1
444203012,13,2
444244123,14,16
444272892,12,9
444325765,4,5
444329346,1,2
444329478,5,3
444336614,5,1
444365316,29,12
444377477,2,1
444404495,2,2
444420830,49,29
444454326,24,12
444472252,17,10
444497424,2,2
444502025,11,19
444523526,2,1
444526131,15,17
444549331,29,45
444565659,23,10
444571772,4,7
444575120,15,12
444586457,535,265
444588131,2,4
444590574,2,2
444605802,4,1
444608442,71,59
444619258,256,103
444636658,2,5
444636674,19,4
444652572,43,52
444679914,2,1
444690960,1,1
444704928,16,8
444713515,2,4
444718563,159,18
444726830,3,1
444732648,18,14
444786511,3,21
444818827,1,1
444821953,11,3
444894737,1,1
444958896,16,14
444959175,9,2
444959506,6,2
444966196,3,1
444973002,11,3
444999916,2,5
445026966,1,1
445034242,43,79
445083801,2,1
445093628,3,3
445115462,1,1
445167125,1,2
445170897,4,2
445179542,4,4
445184344,16,24
445199813,37,18
445204068,16,16
445213960,103,97
445218472,17,19
445220296,4,7
445234172,53,47
445240690,2,2
445273014,6,1
445320591,2,5
445338429,8,19
445345820,4,27
445381486,18,21
445402159,12,4
445406168,36,15
445420201,3,3
445420383,11,12
445450174,4,4
445720295,71,50
445721830,6,3
445750037,2,2
445850308,7,6
445950074,28,18
446051963,10,8
446320467,4,4
447150194,9,2
447220096,10,5
447478660,2,2
447515545,22,19
447521113,15,9
447535063,5,8
447575846,6,6
447619891,2,6
447654195,2,2
447754086,5,21
447767666,2,5
447800210,14,3
447800475,3,4
447805011,1,4
447832098,3,3
447855057,12,9
447860784,9,4
447906595,5,3
447956418,1,1
447956442,4,4
448013870,14,27
448051045,6,6
448076257,2,2
448084244,36,18
448111120,2,4
448114066,13,8
448139634,6,18
448161513,6,5
448172429,9,6
448337444,6,6
448373845,3,1
448457978,7,2
448490128,14,10
448557520,15,12
448596361,1,1
448608661,6,7
448628644,1,8
448686725,7,4
448687228,1,1
448701938,3,4
448712349,1,1
448713040,4,11
448802041,5,4
448832998,6,12
448863688,4,1
448881011,24,19
448892737,1,1
448927806,12,16
448994723,4,6
448995993,1,1
449056324,9,3
449065267,2,2
449100379,13,4
449176205,6,28
449178573,1,1
449195338,7,4
449258482,3,21
449354224,5,9
449355189,14,13
449383264,6,3
449458447,2,2
449470038,91,65
449561182,3,2
449564764,12,3
449586544,16,4
449625664,2,1
449638824,6,2
449653013,1,1
449669761,15,1
449676493,2,29
449680933,14,5
449694082,2,1
449696632,3,14
449702166,26,26
449800945,110,115
449839836,2,1
449889625,8,4
449898337,1,2
449906460,3,6
449924745,26,26
449940832,2,1
449970953,4,3
449979392,19,5
450024294,50,19
450025754,3,1
450036967,1,6
450113741,7,10
450229794,5,2
450241716,13,5
450276878,70,71
450279849,16,24
450300033,27,18
450302930,1,1
450351788,1,1
450363148,26,11
450396296,83,75
450468996,1,1
450505664,3,2
450552765,10,4
450556022,4,3
450592217,3,1
450635503,13,9
450644786,1,3
450650320,9,9
450680947,35,5
450681234,52,23
450691365,10,6
450726153,12,4
450746789,13,13
450758404,46,9
450772041,11,2
450792650,6,7
450810221,16,10
450823620,6,11
450831557,2,1
450838974,8,7
450881073,28,16
450902309,1,5
451010243,40,32
451063739,7,2
451087613,10,2
451095913,5,3
451128607,22,27
451148803,40,12
451194963,1,1
451201701,2,3
451221295,14,13
451223168,22,2
451239636,2,3
451248488,1,1
451279020,12,1
451290746,2,2
451321335,5,5
451321376,11,10
451347355,4,4
451353734,13,3
451375638,54,29
451399729,37,16
451479208,57,26
451555692,38,7
451578926,5,5
451585582,6,7
451601421,6,10
451614218,5,7
451654263,2,1
451660328,157,88
451687875,15,4
451724082,4,1
451764070,2,2
451782262,1,1
451783054,16,8
451791586,1,3
451837272,12,3
451847099,164,191
451860126,9,6
451870257,3,4
451886766,2,3
451926075,4,1
451972483,2,3
452055973,1,13
452079510,44,47
452189921,80,30
452193725,2,5
452238025,2,14
452309644,2,2
452333115,2,2
452456585,2,2
452506736,5,3
452598279,12,5
452632094,1,1
452653330,1,1
452669096,5,3
452678212,4,1
452721152,3,3
452755671,2,24
452803604,2,3
452846009,29,16
452847056,18,15
452853484,3,3
452884042,33,32
452886534,2,2
452890049,4,2
452972904,13,12
453010019,30,8
453126518,1,1
453167710,25,8
453190449,1,1
453199879,4,2
453201923,4,5
453262784,2,1
453267148,3,7
453273062,5,35
453300097,1,2
453322950,21,13
453374100,3,2
453390981,20,13
453444010,11,1
453490500,12,4
453527079,1,1
453590606,25,49
453732786,2,4
453781510,2,1
453787541,29,4
453808412,44,1
453835662,11,3
453901548,11,4
453993016,2,1
453998924,6,2
455502088,7,8
456202399,2,1
456204940,1,6
456500537,85,40
456501600,2,3
456801158,4,2
457202331,2,1
457208619,34,24
457501146,1,1
457506475,1,2
457507267,6,4
457508604,5,3
458501483,6,2
460501166,2,5
461200032,4,6
464202373,1,1
464500586,2,1
469500961,2,9
472500941,1,2
472501220,34,39
472502442,5,1
476280581,1,1
476480330,8,6
477540157,68,25
477576458,7,5
477598551,22,19
477645626,48,48
477657597,2,2
477677777,2,1
477706121,12,7
477803076,55,45
477819635,16,19
477860936,1,4
477899447,8,7
477939243,8,3
477991046,4,1
478026586,5,2
478032923,10,5
478102031,3,5
478129836,1,1
478150238,1,10
478174667,8,4
478224504,11,6
478240526,7,1
478288756,8,2
478308323,8,2
478313422,11,11
