numero_de_dossier,type_de_dossier,etat_du_dossier,accord_signe,date_de_jugement,date_d_enregistrement,situation_juridique,siret,nombre_de_ruptures_de_contrats_en_debut_de_procedure,nombre_de_ruptures_de_contrats_en_fin_de_procedure
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000095,2,2
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000202,1,1
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000145,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000079,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000111,1,1
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000160,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000087,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000251,1,1
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000129,3,3
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000137,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000053,2,2
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000244,1,1
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000194,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000350,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000335,1,1
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000384,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000301,1,1
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000368,1,1
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000376,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000319,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000327,1,1
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000343,0,0
3994,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2015,Periode observation en RJ (L.631-17),32920825000103,16,16
21050,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,29/09/2017,Plan de cession en LJ (L.642-5),33229129300105,571,5
23430,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,27/08/2018,In bonis,35180404200536,4,3
22593,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,25/05/2018,In bonis,32655657800069,71,71
3463,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,04/09/2015,In bonis,45126835300039,11,12
3463,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,04/09/2015,In bonis,45126835300021,14,14
3463,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,04/09/2015,In bonis,45126835300054,34,28
20593,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,27/06/2017,Plan de RJ avec cession  (L.642-5),49267728100015,,18
2875,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,30/04/2015,In bonis,50270590800023,59,49
22541,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,21/05/2018,Liquidation sans poursuite d activite (L.641-4),72638012400032,,87
18289,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,02/09/2016,In bonis,77575081300054,10,10
18289,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,02/09/2016,In bonis,77575081300062,13,11
24047,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,07/11/2018,In bonis,51903714700039,110,104
26101,"PSE : plan de sauvegarde de l'emploi",en_cours_procedure,Non,,12/07/2019,In bonis,41291621500038,1,
4108,"PSE : plan de sauvegarde de l'emploi",cloture,Non,,08/01/2016,In bonis,39163786500067,225,
20618,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/06/2017,In bonis,68562046000012,3,2
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800239,10,10
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800692,32,32
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800502,6,6
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800551,4,4
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800627,2,2
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800668,1,1
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800684,5,5
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800726,3,3
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800650,1,1
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800817,2,2
21950,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,09/03/2018,In bonis,71201830800833,4,4
24580,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,16/01/2019,In bonis,34185024600016,0,0
24580,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,16/01/2019,In bonis,34185024600073,0,0
1959,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,01/12/2014,In bonis,52272770000034,5,5
1959,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,01/12/2014,In bonis,52272770000042,73,73
1935,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,25/11/2014,In bonis,57205914500068,0,0
20624,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/06/2017,In bonis,41498502800045,,
20624,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/06/2017,In bonis,41498502800094,,
20624,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/06/2017,In bonis,41498502800110,,
20624,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/06/2017,In bonis,41498502800185,,33
20624,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/06/2017,In bonis,41498502800243,,1
20624,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/06/2017,In bonis,41498502800474,,
20624,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/06/2017,In bonis,41498502800151,,
22157,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,04/04/2018,In bonis,80041849300022,15,15
935,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,23/05/2014,In bonis,34349170000039,185,185
20678,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,06/07/2017,In bonis,34310093900044,15,15
2264,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,27/01/2015,In bonis,50913899600129,49,46
17607,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,13/05/2016,In bonis,79319376400016,33,30
431,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,09/12/2013,Liquidation judiciaire (anciens delais),31322128500023,76,76
19055,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,20/01/2017,In bonis,56211088201393,78,78
18663,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,16/11/2016,In bonis,75401592300024,31,31
3800,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,28/10/2015,In bonis,34213671000015,29,29
21686,"PSE : plan de sauvegarde de l'emploi",instruit,Oui,,31/01/2018,In bonis,45164790300017,134,123
1517,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/09/2014,In bonis,37982199400215,9,8
1517,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/09/2014,In bonis,37982199400165,2,1
1517,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/09/2014,In bonis,37982199400041,16,16
1517,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/09/2014,In bonis,37982199400157,1,1
1517,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/09/2014,In bonis,37982199400181,1,1
1517,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/09/2014,In bonis,37982199400132,1,1
1517,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/09/2014,In bonis,37982199400116,36,28
3084,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,03/06/2015,In bonis,54210557200615,316,316
3652,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,06/10/2015,In bonis,68200083100037,9,9
21978,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,13/03/2018,Plan de sauvegarde avec cession (L.626-1),79000798300055,78,75
23482,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,06/09/2018,In bonis,77572900700077,0,
23482,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,06/09/2018,In bonis,77572900700085,31,23
290,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,21/10/2013,In bonis,34540404000197,67,
144,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,10/09/2013,In bonis,33825308123562,25,25
3435,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,26/08/2015,Plan de cession en LJ (L.642-5),52213558100018,21,21
22551,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,22/05/2018,In bonis,52919215500032,73,72
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300053,15,15
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300137,23,25
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300061,9,9
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300079,14,2
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300103,1,2
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300178,1,7
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300186,,1
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300012,,1
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300038,,3
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300087,,7
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300095,,4
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300111,,3
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300129,,1
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300152,,6
3158,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,22/06/2015,In bonis,39204698300160,,5
19848,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,28/04/2017,In bonis,34299394600041,20,20
19848,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,28/04/2017,In bonis,34299394600249,25,25
387,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,25/11/2013,Liquidation judiciaire (anciens delais),75299186900021,23,23
20749,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,18/07/2017,Plan de RJ avec cession  (L.642-5),34486020000056,31,31
21491,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,02/01/2018,In bonis,34243932000033,24,23
184,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,20/09/2013,Redressement judiciaire (anciens delais),33413061400012,16,
184,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,20/09/2013,Redressement judiciaire (anciens delais),33413061400038,,
184,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,20/09/2013,Redressement judiciaire (anciens delais),33413061400053,,
184,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,20/09/2013,Redressement judiciaire (anciens delais),33413061400061,,
184,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,20/09/2013,Redressement judiciaire (anciens delais),33413061400079,,
21803,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,17/02/2018,In bonis,34368116900128,29,25
21803,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,17/02/2018,In bonis,34368116900094,0,0
342,"PSE : plan de sauvegarde de l'emploi",BilanTermine,,,08/11/2013,In bonis,75750035000025,11,11
766,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,27/03/2014,Redressement judiciaire (anciens delais),57262001100096,2,2
766,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,27/03/2014,Redressement judiciaire (anciens delais),57262001100203,2,2
766,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,27/03/2014,Redressement judiciaire (anciens delais),57262001100138,12,12
766,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,27/03/2014,Redressement judiciaire (anciens delais),57262001100146,1,1
766,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,27/03/2014,Redressement judiciaire (anciens delais),57262001100021,33,33
1436,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,17/09/2014,In bonis,5650171100115,112,112
871,"PSE : plan de sauvegarde de l'emploi",BilanTermine,,,28/04/2014,Liquidation judiciaire (anciens delais),34854067500066,13,12
871,"PSE : plan de sauvegarde de l'emploi",BilanTermine,,,28/04/2014,Liquidation judiciaire (anciens delais),34854067500058,34,34
782,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,01/04/2014,Redressement judiciaire (anciens delais),49932839100010,19,
17775,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/06/2016,In bonis,44111356000029,36,33
24233,"PSE : plan de sauvegarde de l'emploi",instruit,Oui,,02/12/2018,In bonis,74986187800025,50,47
23269,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,18/07/2018,Periode d’observation en procedure de sauvegarde,30337699000147,36,36
23269,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,18/07/2018,Periode d’observation en procedure de sauvegarde,30337699000170,1,1
594,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,05/02/2014,In bonis,41483739300035,,
594,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,05/02/2014,In bonis,41483739300076,,
594,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,05/02/2014,In bonis,41483739300084,,
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502795,6,7
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500039,2,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500112,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500187,6,6
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500195,3,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500229,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501573,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500294,4,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500310,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500369,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500450,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500492,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500559,5,5
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500575,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500625,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500690,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500849,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500799,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886500906,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501334,3,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501151,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501383,6,6
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501433,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501490,3,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501706,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501771,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501789,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501813,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501888,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501904,3,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501938,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502035,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502043,3,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502027,5,6
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502050,3,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502084,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502118,3,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502175,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502209,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502233,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502274,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502324,3,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502373,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502431,5,5
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502456,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502498,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502563,3,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502589,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502647,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502662,8,5
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502738,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502811,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502837,10,10
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502878,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502894,8,8
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502910,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886502936,5,5
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503041,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503215,5,5
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503256,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503272,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503280,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503371,3,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503439,11,11
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503595,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503603,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503710,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503769,5,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503835,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886503934,5,5
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504015,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504031,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504056,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504098,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504155,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504205,5,5
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504247,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504304,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504544,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886501599,9,3
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504577,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504593,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504619,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504635,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504684,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504692,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504833,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504932,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504957,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504965,4,4
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886504981,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886505004,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886505020,29,29
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886505038,8,8
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886505079,1,1
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886505103,2,2
18328,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,09/09/2016,In bonis,41035886505111,1,1
