numero_de_dossier,type_de_dossier,etat_du_dossier,accord_signe,date_de_jugement,date_d_enregistrement,situation_juridique,siret,nombre_de_ruptures_de_contrats_en_debut_de_procedure,nombre_de_ruptures_de_contrats_en_fin_de_procedure
23277,"PSE : plan de sauvegarde de l'emploi",en_cours_procedure,Non,,18/07/2018,In bonis,33040609100133,9,
23277,"PSE : plan de sauvegarde de l'emploi",en_cours_procedure,Non,,18/07/2018,In bonis,33040609100034,13,
398,"PSE : plan de sauvegarde de l'emploi",BilanTermine,,,28/11/2013,In bonis,39916141300055,19,
20833,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,27/07/2017,In bonis,54207855500027,280,270
3678,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,08/10/2015,In bonis,30761503900020,11,
19862,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,02/05/2017,Periode observation en RJ (L.631-17),80264311400217,60,60
277,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,16/10/2013,Liquidation judiciaire (anciens delais),38939094900045,22,
277,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,16/10/2013,Liquidation judiciaire (anciens delais),38939094900193,,
277,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,16/10/2013,Liquidation judiciaire (anciens delais),38939094900201,14,
17579,"PSE : plan de sauvegarde de l'emploi",cloture,Non,,10/05/2016,Periode observation en RJ (L.631-17),34939068200061,25,
17579,"PSE : plan de sauvegarde de l'emploi",cloture,Non,,10/05/2016,Periode observation en RJ (L.631-17),34939068200079,,
17579,"PSE : plan de sauvegarde de l'emploi",cloture,Non,,10/05/2016,Periode observation en RJ (L.631-17),34939068200087,20,
23242,"PSE : plan de sauvegarde de l'emploi",instruit,Oui,,13/07/2018,In bonis,71202907300061,13,13
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600296,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600031,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600072,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600254,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600213,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600221,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600239,1,0
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600304,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600379,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600387,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600452,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600486,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600114,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600130,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600148,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600502,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600197,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600338,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600247,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600064,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600353,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600346,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600049,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600536,1,1
19827,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,26/04/2017,In bonis,81299083600163,1,1
2840,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,23/04/2015,In bonis,42125973000016,95,96
3674,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,08/10/2015,In bonis,38906662200058,1,
23499,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,11/09/2018,In bonis,48243589800291,2,2
23499,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,11/09/2018,In bonis,48243589800192,4,3
23499,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,11/09/2018,In bonis,48243589800499,4,4
23499,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,11/09/2018,In bonis,48243589800051,5,4
23499,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,11/09/2018,In bonis,48243589800390,5,4
23499,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,11/09/2018,In bonis,48243589800424,6,0
23499,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,11/09/2018,In bonis,48243589800705,3,3
23499,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,11/09/2018,In bonis,48243589800440,4,4
23499,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,11/09/2018,In bonis,48243589800549,4,4
23499,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,11/09/2018,In bonis,48243589800689,4,3
18191,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,04/08/2016,In bonis,41529124400028,7,7
18191,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,04/08/2016,In bonis,41529124400036,7,7
18191,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,04/08/2016,In bonis,41529124400044,1,1
19094,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,27/01/2017,In bonis,30096101800375,29,29
19094,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,27/01/2017,In bonis,30096101800235,7,7
19094,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,27/01/2017,In bonis,30096101800466,9,9
19094,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,27/01/2017,In bonis,30096101800441,4,4
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900124,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900140,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900165,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900215,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900256,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900264,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900272,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900280,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900355,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900322,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900207,0,1300
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900181,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900306,0,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900678,,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547901346,,
21527,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,instruit,Non,,10/01/2018,In bonis,54206547900686,0,
26383,"PSE : plan de sauvegarde de l'emploi",en_cours_procedure,Non,,05/09/2019,In bonis,42970729200018,1,1
229,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,01/10/2013,In bonis,48300532800032,11,
229,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,01/10/2013,In bonis,48300532800040,7,
2506,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,04/03/2015,In bonis,33297848500040,23,23
18917,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,19/12/2016,Liquidation sans poursuite d activite (L.641-4),30549194600029,10,10
21143,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,16/10/2017,In bonis,50018601000012,26,16
2760,"PSE : plan de sauvegarde de l'emploi",cloture,Non,,13/04/2015,In bonis,89728035000041,3,3
3514,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,14/09/2015,In bonis,56206764500076,36,36
3514,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,14/09/2015,In bonis,56206764500100,2,2
3514,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,14/09/2015,In bonis,56206764500035,2,2
3514,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,14/09/2015,In bonis,56206764500043,2,2
21525,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,09/01/2018,In bonis,34786306000070,17,
19330,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,09/03/2017,Periode observation en RJ (L.631-17),80337275400025,23,13
21991,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/03/2018,In bonis,31312543700597,24,24
21991,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/03/2018,In bonis,31312543700506,11,11
21991,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/03/2018,In bonis,31312543700324,14,14
21991,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/03/2018,In bonis,31312543700043,13,13
21991,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/03/2018,In bonis,31312543700274,7,7
21991,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/03/2018,In bonis,31312543700290,6,6
21991,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/03/2018,In bonis,31312543700548,6,6
21991,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/03/2018,In bonis,31312543700399,8,8
21991,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/03/2018,In bonis,31312543700589,6,6
3666,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,08/10/2015,In bonis,34245817100028,8,
1627,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,13/10/2014,In bonis,31608562000011,18,18
1627,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,13/10/2014,In bonis,31608562000052,1,1
1627,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,13/10/2014,In bonis,31608562000029,0,0
20239,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,31/05/2017,In bonis,40188740100040,13,13
25934,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,initie,Non,,27/06/2019,In bonis,30684462200085,30,
23171,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,04/07/2018,In bonis,72201804100045,23,18
2412,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,18/02/2015,In bonis,53790878200106,33,33
2412,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Oui,,18/02/2015,In bonis,53790878200064,19,19
20538,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,20/06/2017,In bonis,31214855400180,0,0
20538,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,20/06/2017,In bonis,31214855400156,12,12
556,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,28/01/2014,Redressement judiciaire (anciens delais),42280595200021,19,
26375,"PSE : plan de sauvegarde de l'emploi",en_cours_procedure,Non,,04/09/2019,In bonis,75620015000206,,
17826,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,23/06/2016,Liquidation sans poursuite d activite (L.641-4),98602007100015,60,60
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800048,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800113,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800097,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800139,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800113,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800147,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800139,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800162,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800147,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800170,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800162,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800097,,
24193,RCC : rupture conventionnelle collective - dÃ©lÃ©guÃ©s syndicaux,cloture,Non,,26/11/2018,In bonis,40802339800170,,
20636,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,30/06/2017,In bonis,30572037700053,2,2
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600942,47,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600025,27,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600116,33,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600439,21,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600447,6,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600454,3,277
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600546,1,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600744,7,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600793,21,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600801,4,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600819,6,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601114,3,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601148,8,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601155,10,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601106,4,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600892,2,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601064,2,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601080,2,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601015,23,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601056,13,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601049,6,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600827,6,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601122,7,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601205,4,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600702,9,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601189,9,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600959,4,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600975,3,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601171,8,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600884,3,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601072,1,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601031,6,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601098,5,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601007,8,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601197,6,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600173,7,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600876,7,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601163,9,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601023,7,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600462,2,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104600611,7,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601130,3,
831,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,,,14/04/2014,In bonis,42469104601213,2,
1230,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,05/08/2014,In bonis,65203185701143,65,65
1838,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,13/11/2014,In bonis,43167949700013,31,31
1838,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,13/11/2014,In bonis,43167949700021,0,0
2132,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,05/01/2015,In bonis,40326475700044,15,15
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600139,48,38
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600030,34,13
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600246,34,35
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600360,4,3
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600204,7,1
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600279,1,1
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600287,9,8
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600295,1,1
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600378,39,38
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600394,8,8
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600261,7,3
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600105,8,8
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600345,4,4
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600212,15,13
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600238,29,27
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600253,35,34
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600188,14,14
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600311,8,8
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600220,25,19
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600170,17,17
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600402,,4
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600352,108,108
18836,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,12/12/2016,In bonis,48089065600386,,1
1773,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,30/10/2014,In bonis,72200469400096,31,31
19481,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,17/03/2017,In bonis,80263484000036,148,148
22074,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,22/03/2018,In bonis,44386392300043,18,13
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800201,9,9
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800086,10,10
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800094,13,4
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800102,2,2
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800110,1,1
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800136,7,7
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800144,2,2
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800151,15,15
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800177,2,2
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800185,1,1
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800219,1,1
2773,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,15/04/2015,In bonis,39263124800250,2,2
21406,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,07/12/2017,Liquidation sans poursuite d activite (L.641-4),43370740300112,82,82
1546,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,02/10/2014,In bonis,6750077700056,,124
18367,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,16/09/2016,In bonis,78645024700030,15,15
889,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,06/05/2014,In bonis,40296039700154,22,14
21158,"PSE : plan de sauvegarde de l'emploi",instruit,Non,,18/10/2017,In bonis,64204136200202,1,1
23486,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,07/09/2018,In bonis,31214134400019,28,22
18820,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,08/12/2016,In bonis,31140474300057,9,9
2044,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,08/12/2014,Periode d’observation en procedure de sauvegarde,41062093400050,23,21
22659,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,30/05/2018,In bonis,43979381100035,35,33
707,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,06/03/2014,In bonis,95450607700120,370,309
707,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,06/03/2014,In bonis,95450607700377,60,55
707,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,06/03/2014,In bonis,95450607700559,120,98
1305,"PSE : plan de sauvegarde de l'emploi",BilanTermine,Non,,04/09/2014,Periode d’observation en procedure de sauvegarde,42870174200028,2,2
18636,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,10/11/2016,In bonis,53002179900024,25,25
18636,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,10/11/2016,In bonis,53002179900040,106,106
18636,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,10/11/2016,In bonis,53002179900057,65,65
18636,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,10/11/2016,In bonis,53002179900065,131,131
18636,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,10/11/2016,In bonis,53002179900073,56,56
18636,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,10/11/2016,In bonis,53002179900081,23,23
18636,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,10/11/2016,In bonis,53002179900099,30,30
18636,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Non,,10/11/2016,In bonis,53002179900032,80,80
24661,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,25/01/2019,In bonis,34447746800153,11,11
24661,"PSE : plan de sauvegarde de l'emploi",BilanEnRetard,Oui,,25/01/2019,In bonis,34447746800047,81,81
